alt_allele	end_gene	end	start_gene	Segment_Mean	genes	Sample	start	chr	build	Num_Probes	start_exon	end_exon	ref_allele	Segment_Call
	VRK1	96880000		-0.564160	VRK1		96794001	chr14		84		11-		-
	RP11-204N11.1	97762000	VRK1	-0.737649	AL133168.2,CTD-2506J14.1,RP11-204N11.1,RP11-359N5.1,RP11-76E12.1,RP11-907D1.1,RP11-907D1.2,RP11-907D1.3,VRK1		96880001	chr14		852	12+	1+		-
		97799000	RP11-204N11.1	-0.774750	RP11-204N11.1,RP11-204N11.2		97762001	chr14		35	0-			-
		97845000		-0.641621			97799001	chr14		39				-
		97876000		-0.702769			97845001	chr14		31				-
		97898000		-0.627621			97876001	chr14		22				-
	C14orf64	97964000		-0.758707	C14orf64		97898001	chr14		63		2+		-
		98871000	C14orf64	-0.740078	AL132796.1,C14orf177,C14orf64,RN7SL714P,RP11-1082A3.1,RP11-61O1.1,RP11-61O1.2		97964001	chr14		873	1-			-
		98909000		-0.697825			98871001	chr14		37				-
	BCL11B	99187000		-0.714585	AL162151.1,AL162151.3,AL162151.4,BCL11B,RP11-1127D7.1,RP11-1127D7.2		98910001	chr14		263		3+		-
	BCL11B	99198000	BCL11B	-0.804066	BCL11B		99187001	chr14		11	2-	3+		-
		99381000	BCL11B	-0.653101	AL109767.1,BCL11B,CTD-2200A16.1		99198001	chr14		174	2-			-
	SETD3	99399000		-0.733463	SETD3		99381001	chr14		18		12+		-
		99969000	SETD3	-0.662083	CCDC85C,CCNK,CYP46A1,EML1,HHIPL1,RF00019,RNU1-47P,RNU6-91P,RP11-436M15.4,RP11-543C4.1,RP11-543C4.3,RP11-688G15.3,SETD3		99399001	chr14		545	12-			-
	WDR25	100486000		-0.604687	AL157871.2,CTD-2062F14.2,CTD-2376I20.1,DEGS2,EVL,MIR151B,MIR342,MIR345,MIR6764,RN7SL523P,RP11-362L22.1,RP11-436M15.1,RP11-436M15.3,RP11-638I2.10,RP11-638I2.2,RP11-638I2.4,RP11-638I2.6,RP11-638I2.8,RP11-638I2.9,SLC25A29,SLC25A47,WARS,WDR25,YY1		99969001	chr14		477		3-		-
		100654000	WDR25	-0.648188	BEGAIN,CTD-2062F14.3,CTD-2644I21.1,RN7SKP92,WDR25		100486001	chr14		156	4+			-
		100804000		-0.702816	DLK1,RP11-566J3.1,RP11-566J3.2		100654001	chr14		138				-
	CTD-2561F5.1	101278000		-0.739552	AL117190.3,AL132709.1,CTD-2561F5.1,MEG3,MEG8,MEG9,MIR1185-1,MIR1185-2,MIR1193,MIR1197,MIR127,MIR134,MIR136,MIR154,MIR2392,MIR299,MIR300,MIR323A,MIR323B,MIR329-1,MIR329-2,MIR337,MIR369,MIR370,MIR376A1,MIR376A2,MIR376B,MIR376C,MIR377,MIR379,MIR380,MIR381,MIR382,MIR409,MIR410,MIR411,MIR412,MIR431,MIR432,MIR433,MIR485,MIR487A,MIR487B,MIR493,MIR494,MIR495,MIR496,MIR539,MIR541,MIR543,MIR544A,MIR654,MIR655,MIR656,MIR665,MIR668,MIR758,MIR770,MIR889,RF00012,RF00181,RF01872,RF01928,RF02145,RF02146,RP11-123M6.2,RP11-8L8.1,RP11-8L8.2,RP11-909M7.2,RP11-909M7.3,RTL1,SNORD112,SNORD113-1,SNORD113-2,SNORD113-3,SNORD113-4,SNORD113-5,SNORD113-6,SNORD113-7,SNORD113-8,SNORD113-9,SNORD114-1,SNORD114-10,SNORD114-11,SNORD114-12,SNORD114-13,SNORD114-14,SNORD114-15,SNORD114-16,SNORD114-17,SNORD114-18,SNORD114-19,SNORD114-2,SNORD114-20,SNORD114-21,SNORD114-22,SNORD114-23,SNORD114-24,SNORD114-25,SNORD114-26,SNORD114-27,SNORD114-28,SNORD114-29,SNORD114-3,SNORD114-30,SNORD114-31,SNORD114-4,SNORD114-5,SNORD114-6,SNORD114-7,SNORD114-9		100804001	chr14		440		1-		-
		101332000	CTD-2561F5.1	-0.741128	CTD-2561F5.1		101278001	chr14		51	1+			-
		101402000		-0.695002	RP11-168L7.1		101332001	chr14		68				-
		101577000		-0.720838	DIO3,DIO3OS,MIR1247,RP11-1029J19.2,RP11-168L7.2,RP11-168L7.3		101402001	chr14		166				-
		102068000		-0.575722	CTD-2017C7.1,CTD-2017C7.2,CTD-2017C7.3,DYNC1H1,LINC00239,PPP2R5C,RNU6-790P,RP11-1017G21.3,RP11-1017G21.4,RP11-1017G21.5,RP11-1017G21.6,RP11-1029J19.4,RP11-1029J19.5,RP11-796G6.1		101577001	chr14		453				-
	MOK	102300000		-0.529033	HSP90AA1,MOK,RN7SL472P,WDR20		102068001	chr14		211		1+		-
	TECPR2	102417000	MOK	-0.443299	CINP,MOK,TECPR2,ZNF839		102300001	chr14		104	0-	4-		-
	RP11-661D19.3	102774000	TECPR2	-0.464176	ANKRD9,CTD-2555C10.3,MIR4309,RCOR1,RF00019,RN7SL546P,RNU6-244P,RP11-661D19.1,RP11-661D19.3,TECPR2		102418001	chr14		307	5+	1+		-
	AMN	102924000		-0.550117	AMN,RNU6-1316P,TRAF3		102775001	chr14		135		2-		-
	PPP1R13B	103762000	AMN	-0.586179	AMN,APOPT1,BAG5,CDC42BPB,CKB,CTD-2538G10.1,EIF5,EXOC3L4,KLC1,LINC00677,MARK3,PPP1R13B,RF00019,RNU4-68P,RNU7-160P,RP11-365N19.2,RP11-45P15.1,RP11-45P15.2,RP11-45P15.4,RP11-45P15.5,RP11-600F24.1,RP11-600F24.2,RP11-600F24.6,RP11-600F24.7,RP11-736N17.1,RP11-736N17.10,RP11-736N17.11,RP11-736N17.2,RP11-736N17.3,RP11-736N17.4,RP11-736N17.8,RP11-736N17.9,RP11-73M18.10,RP11-73M18.2,RP11-73M18.6,RP11-73M18.7,RP11-73M18.8,RP11-894P9.1,RP11-894P9.2,SNORA28,TNFAIP2,TRMT61A,XRCC3,ZFYVE21		102924001	chr14		772	3+	4+		-
	KIF26A	104143000	PPP1R13B	-0.535549	ASPG,C14orf2,CTD-2134A5.3,CTD-2134A5.4,CTD-2223O18.1,KIF26A,LINC00637,MIR203A,MIR203B,PPP1R13B,RD3L,RF00280,RN7SL634P,RP11-73M18.11,TDRD9		103762001	chr14		344	3-	1-		-
	SIVA1	104755000	KIF26A	-0.695428	ADSSL1,AL512362.1,C14orf180,INF2,KIF26A,MIR4710,RNU6-684P,RP11-260M19.1,RP11-260M19.2,RP11-614O9.1,RP11-982M15.5,RP11-982M15.6,RP11-982M15.7,RP11-982M15.8,SIVA1,TMEM179		104143001	chr14		416	2+	0-		-
	AHNAK2	104956000	SIVA1	-0.637822	AHNAK2,AKT1,CEP170B,CTD-3051D23.1,CTD-3051D23.3,CTD-3051D23.4,PLD4,RP11-477I4.3,RP11-477I4.4,RP11-982M15.2,RPS26P49,RPS2P4,SIVA1,ZBTB42		104755001	chr14		170	1+	4+		-
	JAG2	105142000	AHNAK2	-0.602928	AHNAK2,C14orf79,CDCA4,GPR132,JAG2,RP11-44N21.1,RP11-44N21.2,RP11-44N21.3		104956001	chr14		169	3-	25+		-
		106883000	JAG2	-0.643797	AB019437.56,AB019438.55,AB019438.63,AB019438.66,AB019439.67,AB019439.68,AB019440.50,AB019441.29,ADAM6,AL122127.25,AL928654.7,AL928742.10,AL928742.9,AL928769.2,BRF1,BTBD6,C14orf80,CH17-212P11.8,CH17-224D4.3,CH17-268I9.2,CRIP1,CRIP2,IGHA1,IGHA2,IGHD,IGHD1-1,IGHD1-14,IGHD1-20,IGHD1-26,IGHD1-7,IGHD2-15,IGHD2-2,IGHD2-21,IGHD2-8,IGHD3-10,IGHD3-16,IGHD3-22,IGHD3-3,IGHD3-9,IGHD4-11,IGHD4-17,IGHD4-23,IGHD4-4,IGHD5-12,IGHD5-18,IGHD5-24,IGHD5-5,IGHD6-13,IGHD6-19,IGHD6-25,IGHD6-6,IGHD7-27,IGHE,IGHEP1,IGHG1,IGHG2,IGHG3,IGHG4,IGHGP,IGHJ1,IGHJ1P,IGHJ2,IGHJ2P,IGHJ3,IGHJ3P,IGHJ4,IGHJ5,IGHJ6,IGHM,IGHV1-12,IGHV1-14,IGHV1-17,IGHV1-18,IGHV1-2,IGHV1-24,IGHV1-3,IGHV1-45,IGHV1-46,IGHV1-58,IGHV1-67,IGHV1-68,IGHV1-69,IGHV1-69-2,IGHV1-69D,IGHV2-26,IGHV2-5,IGHV2-70,IGHV2-70D,IGHV3-11,IGHV3-13,IGHV3-15,IGHV3-16,IGHV3-19,IGHV3-20,IGHV3-21,IGHV3-22,IGHV3-23,IGHV3-25,IGHV3-29,IGHV3-30,IGHV3-30-2,IGHV3-32,IGHV3-33,IGHV3-33-2,IGHV3-35,IGHV3-36,IGHV3-37,IGHV3-38,IGHV3-41,IGHV3-42,IGHV3-43,IGHV3-47,IGHV3-48,IGHV3-49,IGHV3-50,IGHV3-52,IGHV3-53,IGHV3-54,IGHV3-57,IGHV3-6,IGHV3-60,IGHV3-62,IGHV3-63,IGHV3-64,IGHV3-64D,IGHV3-65,IGHV3-66,IGHV3-69-1,IGHV3-7,IGHV3-71,IGHV3-72,IGHV3-73,IGHV3-74,IGHV3-75,IGHV3-76,IGHV3-79,IGHV4-28,IGHV4-30-2,IGHV4-34,IGHV4-39,IGHV4-4,IGHV4-55,IGHV4-59,IGHV4-61,IGHV4-80,IGHV5-10-1,IGHV5-51,IGHV5-78,IGHV6-1,IGHV7-27,IGHV7-34-1,IGHV7-4-1,IGHV7-40,IGHV7-56,IGHV7-81,IGHVII-1-1,IGHVII-15-1,IGHVII-22-1,IGHVII-26-2,IGHVII-28-1,IGHVII-30-1,IGHVII-31-1,IGHVII-33-1,IGHVII-40-1,IGHVII-43-1,IGHVII-44-2,IGHVII-46-1,IGHVII-49-1,IGHVII-51-2,IGHVII-53-1,IGHVII-60-1,IGHVII-62-1,IGHVII-65-1,IGHVII-67-1,IGHVII-74-1,IGHVII-78-1,IGHVIII-11-1,IGHVIII-13-1,IGHVIII-16-1,IGHVIII-2-1,IGHVIII-22-2,IGHVIII-25-1,IGHVIII-26-1,IGHVIII-38-1,IGHVIII-44,IGHVIII-47-1,IGHVIII-5-1,IGHVIII-5-2,IGHVIII-51-1,IGHVIII-67-2,IGHVIII-67-3,IGHVIII-67-4,IGHVIII-76-1,IGHVIII-82,IGHVIV-44-1,JAG2,KIAA0125,MIR4507,MIR4537,MIR4538,MIR4539,MIR5195,MIR6765,MIR8071-1,MIR8071-2,MTA1,NUDT14,PACS2,RNA5SP389,RP11-417P24.1,RP11-44N21.4,RP11-521B24.3,RP11-521B24.4,RP11-521B24.5,RP11-731F5.2,RPS20P33,TEX22,TMEM121		105142001	chr14		377	25-			-
		19839000		0.202099			17000001	chr15		120				+
	RP11-492D6.3	20239000		-0.252668	IGHD1OR15-1A,IGHD2OR15-2A,IGHD3OR15-3A,IGHD4OR15-4A,IGHD5OR15-5A,IGHV1OR15-2,IGHV1OR15-9,IGHV3OR15-7,RN7SL584P,RNU6-978P,RP11-1360M22.10,RP11-1360M22.11,RP11-1360M22.2,RP11-173D3.1,RP11-173D3.2,RP11-173D3.3,RP11-173D3.4,RP11-492D6.2,RP11-492D6.3,RP11-79C23.1,SLC20A1P3		19839001	chr15		200		12+		-
	RP11-509A17.3	20352000	RP11-492D6.3	0.105986	RP11-492D6.1,RP11-492D6.3,RP11-509A17.3		20239001	chr15		105	11-	0-		0
	RP11-603B24.1	22280000	RP11-509A17.3	0.219246	CXADRP2,GOLGA6L6,GOLGA8C,HERC2P3,IGHD1OR15-1B,IGHD2OR15-2B,IGHD3OR15-3B,IGHD4OR15-4B,IGHD5OR15-5B,IGHV1OR15-1,IGHV1OR15-3,IGHV1OR15-4,IGHV1OR15-6,IGHV4OR15-8,MIR1268A,MIR3118-2,MIR3118-3,MIR3118-4,MIR5701-1,MIR5701-2,MIR5701-3,NBEAP1,NF1P1,NF1P2,OR11H3P,OR11J1P,OR11J2P,OR11J5P,OR11J6P,OR11J7P,OR11K1P,OR4H6P,OR4M2,OR4N3P,OR4N4,OR4Q1P,POTEB,POTEB2,POTEB3,RF00026,RN7SL400P,RN7SL759P,RNU6-1235P,RNU6-498P,RNU6-631P,RNU6-749P,RP11-113C3.1,RP11-11H9.1,RP11-275E15.2,RP11-275E15.3,RP11-294C11.1,RP11-294C11.11,RP11-294C11.12,RP11-294C11.2,RP11-294C11.3,RP11-294C11.4,RP11-294C11.5,RP11-294C11.6,RP11-294C11.7,RP11-294C11.8,RP11-294C11.9,RP11-2F9.3,RP11-2F9.4,RP11-32B5.1,RP11-32B5.2,RP11-32B5.4,RP11-32B5.5,RP11-32B5.6,RP11-32B5.7,RP11-32B5.8,RP11-361C13.1,RP11-403B2.10,RP11-403B2.3,RP11-403B2.4,RP11-403B2.5,RP11-403B2.6,RP11-403B2.7,RP11-467L19.11,RP11-467L19.14,RP11-467L19.16,RP11-467L19.6,RP11-467L19.7,RP11-467L19.8,RP11-509A17.3,RP11-603B24.1,RP11-603B24.2,RP11-603B24.6,RP11-69H14.10,RP11-69H14.6,RP11-810K23.10,RP11-810K23.3,RP11-810K23.5,RP11-810K23.6,RP11-810K23.7,RP11-810K23.8,RP11-810K23.9,RP11-854K16.1,RP11-854K16.2,RP11-854K16.3,RP11-854K16.4,RP11-928F19.2,RP11-983G14.1,RP11-983G14.3,RP11-983G14.4		20352001	chr15		184	1+	0-		+
		22755000	RP11-603B24.1	-0.188290	AC138649.1,GOLGA6L22,GOLGA8DP,HERC2P2,RN7SL495P,RN7SL545P,RP11-1180F24.1,RP11-1180F24.3,RP11-228M15.3,RP11-26F2.1,RP11-439M15.1,RP11-566K19.11,RP11-566K19.12,RP11-566K19.7,RP11-566K19.8,RP11-603B24.1,WHAMML1		22280001	chr15		78	1+			-
		24094000		0.157252	ABCB10P1,CYFIP1,ELMO2P1,GOLGA6L1,GOLGA6L2,GOLGA8E,GOLGA8S,HERC2P7,MAGEL2,MIR4508,MIR4509-1,MKRN3,MKRN3-AS1,NDN,NIPA1,NIPA2,RN7SL106P,RN7SL536P,RNU6-741P,RP11-228M15.1,RP11-26F2.2,RP11-467N20.6,RP11-467N20.7,RP11-467N20.8,RP11-484P15.1,RP11-484P15.2,RP11-529J17.3,RP11-529J17.5,RP11-566K19.5,RP11-566K19.6,RP11-566K19.9,TUBGCP5		22755001	chr15		910				0
	PWRN1	24581000		-0.232674	PWRN1,PWRN2,RP11-107D24.2,RP11-350A1.2,RP11-580I1.1,RP11-580I1.2,RP11-580I1.3		24094001	chr15		431		7-		-
		40588000	PWRN1	0.116457	ABCB10P3,ABCB10P4,AC009878.2,AC011196.3,AC023449.2,AC026150.5,AC026150.6,AC026150.8,AC055876.1,AC079090.1,AC090602.1,AC090602.2,AC090696.2,AC109631.1,AC124997.1,AC135999.2,AC136896.1,AC136896.2,AC144833.1,AC145436.1,ACTC1,ANKRD63,ANP32AP1,APBA2,AQR,ARHGAP11A,ARHGAP11B,ATP10A,AVEN,BAHD1,BMF,BUB1B,C15orf41,C15orf52,C15orf54,C15orf56,C15orf57,CHRFAM7A,CHRM5,CHRNA7,CHST14,CSNK1A1P1,CTD-2022H16.1,CTD-2022H16.2,CTD-2022H16.3,CTD-2033D15.2,CTD-2033D15.3,CTD-2125J1.1,CTD-3092A11.1,CTD-3092A11.2,CTD-3092A11.3,CTD-3118D7.1,DISP2,DNM1P30,DNM1P31,DNM1P32,DPH6,EIF2AK4,EMC4,EMC7,FAM189A1,FAM98B,FAN1,FMN1,FSIP1,GABRA5,GABRB3,GABRG3,GJD2,GOLGA8A,GOLGA8B,GOLGA8F,GOLGA8G,GOLGA8H,GOLGA8J,GOLGA8K,GOLGA8M,GOLGA8N,GOLGA8O,GOLGA8Q,GOLGA8R,GOLGA8T,GPR176,GREM1,HERC2,HERC2P9,HMGB1P10,HMGN2P5,INAFM2,IVD,KATNBL1,KLF13,KNSTRN,LARP4P,LPCAT4,MEIS2,MIR1233-1,MIR1233-2,MIR211,MIR3942,MIR4509-2,MIR4509-3,MIR4510,MIR4715,MIR8063,MTMR10,NANOGP8,NOP10,NPAP1,NSMCE3,NUTM1,OCA2,OTUD7A,PAK6,PGBD4,PHGR1,PLCB2,PWRN1,RASGRP1,RF00012,RF00017,RF00019,RF00096,RF00105,RF00201,RF00425,RF00554,RF00591,RN7SL185P,RN7SL196P,RN7SL238P,RN7SL286P,RN7SL469P,RN7SL539P,RN7SL628P,RN7SL673P,RN7SL719P,RN7SL796P,RN7SL82P,RNA5SP390,RNA5SP391,RNA5SP392,RNU6-17P,RNU6-18P,RNU6-466P,RNU6-516P,RP11-1000B6.2,RP11-1000B6.3,RP11-1000B6.5,RP11-1000B6.7,RP11-1000B6.8,RP11-1008C21.1,RP11-1008C21.2,RP11-100M12.1,RP11-100M12.2,RP11-100M12.3,RP11-102L12.2,RP11-1084A12.1,RP11-1084A12.2,RP11-1084I9.1,RP11-1084I9.2,RP11-1084I9.3,RP11-111A22.1,RP11-122D10.1,RP11-126F18.1,RP11-126F18.2,RP11-128A17.1,RP11-128A17.2,RP11-12O16.1,RP11-133K1.1,RP11-133K1.11,RP11-133K1.12,RP11-133K1.2,RP11-133K1.5,RP11-133K1.6,RP11-133K1.7,RP11-133K1.8,RP11-133K1.9,RP11-139F4.1,RP11-139F4.2,RP11-143J24.1,RP11-145P16.1,RP11-145P16.2,RP11-145P16.3,RP11-145P16.4,RP11-150L8.3,RP11-150L8.4,RP11-16E12.1,RP11-16E12.2,RP11-16L14.2,RP11-184D12.1,RP11-1H8.1,RP11-1H8.2,RP11-1H8.3,RP11-1H8.4,RP11-1H8.5,RP11-1H8.6,RP11-250G15.1,RP11-25H11.1,RP11-261B23.1,RP11-261B23.2,RP11-265N7.2,RP11-275I4.1,RP11-275I4.2,RP11-27M9.1,RP11-2C7.1,RP11-300A12.1,RP11-300A12.2,RP11-30G8.1,RP11-30G8.2,RP11-323I15.2,RP11-323I15.3,RP11-323I15.4,RP11-323I15.5,RP11-325N19.2,RP11-325N19.3,RP11-326N17.1,RP11-326N17.2,RP11-345J18.2,RP11-345N11.1,RP11-346D14.1,RP11-348B17.1,RP11-37C7.1,RP11-37C7.2,RP11-37C7.3,RP11-37J13.1,RP11-382B18.1,RP11-382B18.3,RP11-382B18.5,RP11-382B18.6,RP11-385H1.1,RP11-3D4.2,RP11-3D4.3,RP11-3D4.4,RP11-446P9.1,RP11-456J20.1,RP11-456J20.2,RP11-462P6.1,RP11-463I20.1,RP11-463I20.2,RP11-463I20.3,RP11-463I20.4,RP11-475A13.1,RP11-475A13.2,RP11-483E23.10,RP11-483E23.2,RP11-483E23.3,RP11-483E23.4,RP11-483E23.5,RP11-483E23.7,RP11-483E23.8,RP11-483E23.9,RP11-489D6.2,RP11-521C20.1,RP11-521C20.2,RP11-521C20.3,RP11-521C20.4,RP11-521C20.5,RP11-536P16.2,RP11-536P16.4,RP11-536P16.5,RP11-536P16.6,RP11-540B6.2,RP11-540B6.3,RP11-540B6.6,RP11-578F21.10,RP11-578F21.12,RP11-578F21.13,RP11-578F21.2,RP11-578F21.3,RP11-578F21.4,RP11-578F21.6,RP11-578F21.9,RP11-597G23.1,RP11-602M11.3,RP11-602M11.4,RP11-618N24.1,RP11-618N24.3,RP11-624A21.1,RP11-624L4.1,RP11-624L4.2,RP11-62C7.2,RP11-632K20.2,RP11-632K20.6,RP11-632K20.7,RP11-632K20.8,RP11-64K12.1,RP11-64K12.4,RP11-64K12.8,RP11-64K12.9,RP11-665A22.1,RP11-680F8.1,RP11-680F8.3,RP11-680F8.4,RP11-684B21.1,RP11-701H24.10,RP11-701H24.2,RP11-701H24.3,RP11-701H24.4,RP11-701H24.5,RP11-701H24.6,RP11-701H24.7,RP11-701H24.9,RP11-702M1.1,RP11-702M1.2,RP11-717I24.1,RP11-720L8.1,RP11-736I24.3,RP11-736I24.4,RP11-736I24.5,RP11-74D7.1,RP11-74D7.3,RP11-758N13.1,RP11-758N13.3,RP11-814P5.1,RP11-83J16.1,RP11-83J16.3,RP11-932O9.1,RP11-932O9.10,RP11-932O9.3,RP11-932O9.4,RP11-932O9.6,RP11-932O9.7,RP11-932O9.8,RP11-932O9.9,RP13-126C7.1,RP13-188P24.2,RP13-395E19.2,RP13-395E19.3,RP13-395E19.4,RP13-487P22.1,RP5-1086D14.1,RP5-1086D14.5,RP5-1086D14.6,RPL41P2,RPUSD2,RYR3,SCG5,SLC12A6,SNHG14,SNORD107,SNORD108,SNORD109A,SNORD109B,SNORD115-1,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-13,SNORD115-14,SNORD115-15,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-2,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-24,SNORD115-25,SNORD115-26,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-3,SNORD115-30,SNORD115-31,SNORD115-32,SNORD115-33,SNORD115-34,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-38,SNORD115-39,SNORD115-4,SNORD115-40,SNORD115-41,SNORD115-42,SNORD115-43,SNORD115-44,SNORD115-45,SNORD115-46,SNORD115-47,SNORD115-48,SNORD115-5,SNORD115-6,SNORD115-7,SNORD115-8,SNORD115-9,SNORD116-1,SNORD116-10,SNORD116-11,SNORD116-12,SNORD116-13,SNORD116-14,SNORD116-15,SNORD116-16,SNORD116-17,SNORD116-18,SNORD116-19,SNORD116-2,SNORD116-20,SNORD116-21,SNORD116-22,SNORD116-23,SNORD116-24,SNORD116-25,SNORD116-26,SNORD116-27,SNORD116-28,SNORD116-29,SNORD116-3,SNORD116-30,SNORD116-4,SNORD116-5,SNORD116-6,SNORD116-7,SNORD116-8,SNORD116-9,SNORD64,SNRPN,SNURF,SPRED1,SRP14,THBS1,TJP1,TMCO5A,TMCO5B,TRPM1,UBE3A,ULK4P1,ULK4P2,ULK4P3,WHAMMP2,WI2-2334D6.1,ZNF770		24581001	chr15		11504	8+			0
	MGA	41705000		0.293820	C15orf62,CASC5,CHAC1,CHP1,CTD-2129N1.1,CTD-2339L15.1,CTD-2339L15.3,CYCSP2,DLL4,DNAJC17,EXD1,GCHFR,INO80,ISCA1P4,ITPKA,LTK,MGA,MIR626,NDUFAF1,NUSAP1,OIP5,OIP5-AS1,PPP1R14D,RAD51,RHOV,RMDN3,RN7SL376P,RN7SL497P,RNU6-1169P,RP11-118J16.1,RP11-129I12.3,RP11-16O9.2,RP11-380D11.2,RP11-532F12.5,RP11-532F12.6,RP11-532F12.7,RP11-540O11.1,RP11-540O11.4,RP11-540O11.6,RP11-540O11.7,RP11-540O11.8,RPAP1,RTF1,SPINT1,TCEB1P2,TYRO3,VPS18,ZFYVE19		40588001	chr15		959		3-		+
	SPG11	44655000	MGA	0.210752	AC011330.13,AC011330.5,AC011330.6,AC011330.8,AC023356.3,AC068724.2,AC090516.1,AC090516.2,ADAL,ATP5HP1,CAPN3,CASC4,CATSPER2,CATSPER2P1,CCNDBP1,CDAN1,CKMT1A,CKMT1B,CTD-2036P10.3,CTD-2036P10.5,CTD-2036P10.6,CTD-2329K10.1,CTD-2382E5.1,CTD-2382E5.2,CTD-2382E5.4,CTD-2382E5.6,CTDSPL2,EHD4,EIF3J,ELL3,EPB42,FDPSP4,FRMD5,GANC,HAUS2,HYPK,JMJD7,JMJD7-PLA2G4B,LCMT2,LRRC57,MAP1A,MAPKBP1,MFAP1,MGA,MIR1282,MIR4310,MIR627,PDIA3,PLA2G4B,PLA2G4D,PLA2G4E,PLA2G4F,PPIP5K1,RF00019,RN7SL487P,RNA5SP393,RNU6-188P,RNU6-353P,RNU6-354P,RNU6-554P,RNU6-610P,RP11-107F6.3,RP11-107F6.4,RP11-151N17.1,RP11-151N17.2,RP11-164J13.1,RP11-23P13.4,RP11-23P13.6,RP11-265N6.1,RP11-265N6.2,RP11-265N6.3,RP11-265N6.4,RP11-296A16.1,RP11-315A19.1,RP11-402F9.3,RP11-473C18.2,RP11-473C18.3,RP11-473C18.6,RP11-473C18.7,RP11-516C1.1,RP11-516C1.2,RP11-546B15.1,RP11-546B15.2,RP11-616K22.1,RP11-616K22.2,RP11-90M11.1,RPS3AP47,SERF2,SERINC4,SNAP23,SPG11,SPTBN5,STARD9,STRC,TGM5,TGM7,TMEM62,TMEM87A,TP53BP1,TTBK2,TUBGCP4,UBR1,VPS39,WDR76,ZNF106,ZSCAN29		41705001	chr15		2595	4+	4+		+
	FGF7	49476000	SPG11	0.118790	B2M,BLOC1S6,C15orf43,C15orf48,CEP152,COPS2,CTD-2007H18.1,CTD-2008A1.1,CTD-2008A1.2,CTD-2008A1.3,CTD-2014N11.1,CTD-2014N11.2,CTD-2014N11.3,CTD-2050N2.1,CTD-2270N23.1,CTD-2306A12.1,CTD-2651B20.1,CTD-2651B20.2,CTD-2651B20.3,CTD-2651B20.4,CTD-2651B20.5,CTD-2651B20.6,CTD-2651B20.7,CTD-2651B20.8,CTD-3247H4.2,CTXN2,DUOX1,DUOX2,DUOXA1,DUOXA2,DUT,EID1,FAM227B,FBN1,FGF7,GALK2,GATM,GATM-AS1,MIR147B,MIR4716,MYEF2,PATL2,RF00019,RF00614,RF01182,RN7SKP101,RN7SKP139,RN7SL307P,RN7SL577P,RNU1-119P,RNU1-78P,RNU6-1014P,RNU6-1108P,RNU6-1332P,RNU6-953P,RNU6-966P,RP11-109D20.1,RP11-109D20.2,RP11-138E16.1,RP11-138E16.2,RP11-142J21.1,RP11-142J21.2,RP11-154J22.1,RP11-198M11.2,RP11-208K4.1,RP11-227D13.1,RP11-227D13.2,RP11-227D13.4,RP11-227D13.5,RP11-295H24.3,RP11-295H24.4,RP11-295H24.5,RP11-315O8.1,RP11-325E5.1,RP11-325E5.3,RP11-325E5.4,RP11-408J6.1,RP11-485O10.2,RP11-485O10.3,RP11-519G16.2,RP11-519G16.3,RP11-519G16.5,RP11-552E10.1,RP11-605F22.1,RP11-605F22.2,RP11-627D16.1,RP11-627D16.2,RP11-640I2.1,RP11-718O11.1,RP11-90J19.1,RP11-96O20.1,RP11-96O20.2,RP11-96O20.3,RP11-96O20.4,RP11-96O20.5,SECISBP2L,SEMA6D,SHC4,SHF,SLC12A1,SLC24A5,SLC28A2,SLC30A4,SNORA41B,SORD,SPATA5L1,SPG11,SQRDL,TRIM69		44655001	chr15		4406	3-	1-		0
	TNFAIP8L3	51060000	FGF7	0.204018	AP4E1,ATP8B4,CTD-2378E12.1,CTD-2647E9.1,CTD-2647E9.3,CTD-3110H11.1,CTD-3110H11.3,DTWD1,FAM227B,FGF7,GABPB1,GABPB1-AS1,HDC,MIR4712,RF00019,RN7SL354P,RN7SL494P,RNA5SP394,RNA5SP395,RNU6-94P,RP11-105D1.2,RP11-108K3.1,RP11-120K9.2,RP11-507J18.1,RP11-507J18.2,RP11-507J18.5,RP11-562A8.1,RP11-562A8.3,RP11-562A8.4,RP11-562A8.5,SLC27A2,SPPL2A,TNFAIP8L3,TRPM7,USP50,USP8		49476001	chr15		1460	2+	1+		+
